"12/14/2021","03:20:23.0","-7.555067","122.248034","12.193","7.3"
"12/14/2021","03:23:30.0","-7.520367","122.276527","9.908","5.7"
"12/14/2021","03:25:31.0","-7.661919","122.291383","12.201","5.8"
"12/14/2021","03:38:14.0","-7.613724","121.543867","11.237","5.5"
"12/14/2021","03:41:56.0","-7.781743","122.403823","9.906","5.5"
"12/14/2021","03:41:55.0","-7.759707","122.496741","7.020","5.1"
"12/14/2021","03:46:17.0","-7.540304","122.125964","16.634","5.1"
"12/14/2021","03:47:01.0","-7.498009","121.805473","17.609","5.0"
"12/14/2021","03:47:03.0","-7.537981","121.691665","12.742","5.3"
"12/14/2021","03:50:51.0","-7.615615","122.177868","9.537","4.4"
"12/14/2021","03:54:26.0","-7.703609","122.429015","13.924","4.3"
"12/14/2021","04:01:31.0","-7.639426","122.291285","13.209","4.5"
"12/14/2021","04:04:16.0","-7.221486","122.080059","7.033","4.1"
"12/14/2021","04:09:40.0","-7.576925","122.159825","14.817","4.2"
"12/14/2021","04:16:13.0","-7.599414","121.620468","19.691","4.5"
"12/14/2021","04:22:50.0","-7.82688","122.409978","8.273","4.2"
"12/14/2021","04:28:39.0","-7.54793","122.202856","10.750","4.5"
"12/14/2021","04:34:03.0","-7.53362","121.634614","9.539","4.8"
"12/14/2021","04:36:40.0","-7.386802","121.523718","13.416","4.0"
"12/14/2021","04:39:53.0","-7.520208","121.64933","11.178","3.8"
"12/14/2021","04:43:16.0","-7.627983","121.921061","11.805","3.8"
"12/14/2021","04:44:32.0","-7.647825","122.348401","11.811","3.6"
"12/14/2021","04:47:11.0","-7.486285","121.594055","11.330","4.0"
"12/14/2021","04:50:20.0","-7.490711","121.617082","13.815","4.2"
"12/14/2021","04:57:08.0","-7.205391","122.232964","10.630","3.5"
"12/14/2021","04:59:46.0","-7.369999","121.22835","14.080","3.4"
"12/14/2021","05:07:13.0","-7.579879","122.421495","9.773","3.6"
"12/14/2021","05:11:39.0","-7.562879","122.321608","10.028","3.2"
"12/14/2021","05:15:06.0","-7.381121","121.739144","7.831","3.4"
"12/14/2021","05:21:55.0","-7.542362","121.780361","12.964","3.7"
"12/14/2021","05:22:53.0","-7.849035","122.466928","12.347","3.5"
"12/14/2021","05:23:49.0","-7.644486","122.434626","15.185","3.7"
"12/14/2021","05:26:09.0","-7.814832","122.385087","18.113","3.3"
"12/14/2021","05:28:08.0","-7.491662","122.212503","8.670","3.4"
"12/14/2021","05:30:57.0","-7.16554","122.207811","7.405","3.4"
"12/14/2021","05:36:17.0","-7.553416","122.367062","18.617","4.1"
"12/14/2021","05:43:15.0","-7.537931","122.329331","14.523","4.4"
"12/14/2021","05:46:41.0","-7.507145","121.770833","10.793","5.0"
"12/14/2021","05:55:27.0","-7.615661","122.38653","15.564","3.7"
"12/14/2021","06:04:14.0","-7.410531","122.309274","10.551","3.6"
"12/14/2021","06:09:50.0","-7.351871","121.250347","12.088","4.3"
